InductedToHallOfFame,FullPlayerName,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,Tom Grant,1,20,2,3,1,0,0,2,0,0.14999999999999999,0.20000000000000001,0,0,0,0,0,5,1983,4821
FALSE,Karl Pagel,5,56,7,13,0,2,1,7,0,0.23214285714285718,0.35714285714285715,0,0,0,0,0,23,1983,4824
FALSE,Gene Tenace,15,4390,653,1060,179,20,201,674,36,0.24145785876993167,0.42870159453302964,1,0,0,0,0,2282,1983,4827
FALSE,Larry Biittner,14,3151,310,861,144,20,29,354,10,0.27324658838463978,0.35925103141859727,0,0,0,0,0,1325,1983,4830
FALSE,Bobby Bonner,4,108,15,21,5,1,0,8,1,0.19444444444444445,0.25925925925925924,0,0,0,0,0,34,1983,4833
FALSE,Guy Sularz,4,206,21,45,4,1,1,12,4,0.21844660194174759,0.26213592233009708,0,0,0,0,0,60,1983,4836
FALSE,Darryl Cias,1,18,1,6,1,0,0,1,1,0.33333333333333337,0.3888888888888889,0,0,0,0,0,8,1983,4839
FALSE,Scott Ullger,1,79,8,15,4,0,0,5,0,0.18987341772151897,0.24050632911392406,0,0,0,0,0,23,1983,4842
FALSE,Wayne Nordhagen,8,1423,147,401,77,8,39,205,1,0.28179901616303588,0.42937456078706959,0,0,0,0,0,735,1983,4845
FALSE,Brad Mills,4,168,11,43,5,0,1,12,0,0.25595238095238093,0.30357142857142855,0,0,0,0,0,57,1983,4848
FALSE,Pat Putnam,8,1989,223,508,95,8,63,255,10,0.25540472599296127,0.40623428858722976,0,0,0,0,0,974,1984,4851
FALSE,John Castino,6,2320,293,646,86,34,41,249,22,0.27844827586206894,0.39784482758620687,0,0,0,0,0,1084,1984,4854
FALSE,Tony Scott,11,2803,331,699,111,28,17,253,125,0.24937566892615054,0.32714948269711019,0,0,0,0,0,1073,1984,4857
FALSE,Mark Wagner,9,843,81,205,20,9,3,71,8,0.2431791221826809,0.29893238434163699,0,0,0,0,0,284,1984,4860
FALSE,Lemmie Miller,1,12,1,2,0,0,0,0,0,0.16666666666666669,0.16666666666666669,0,0,0,0,0,2,1984,4863
FALSE,Garry Hancock,6,570,57,141,21,3,12,64,2,0.2473684210526316,0.35789473684210527,0,0,0,0,0,240,1984,4866
FALSE,Greg Luzinski,15,6505,880,1795,344,24,307,1128,37,0.27594158339738667,0.47778631821675632,4,0,0,0,0,3783,1984,4869
FALSE,Ken Singleton,15,7189,985,2029,317,25,246,1065,21,0.28223675059118097,0.43594380303241065,3,0,0,0,0,3722,1984,4872
FALSE,Kevin Buckley,1,7,1,2,1,0,0,0,0,0.2857142857142857,0.42857142857142855,0,0,0,0,0,4,1984,4875
FALSE,Rafael Landestoy,8,1230,134,291,32,17,4,83,54,0.23658536585365852,0.29999999999999999,0,0,0,0,0,422,1984,4878
FALSE,Bucky Dent,12,4512,451,1114,169,23,40,423,17,0.24689716312056739,0.32114361702127664,3,0,0,0,0,1681,1984,4881
FALSE,Todd Cruz,6,1526,133,336,58,6,34,154,9,0.22018348623853212,0.33289646133682832,0,0,0,0,0,606,1984,4884
FALSE,Randy Johnson,3,484,55,129,21,0,6,53,5,0.26652892561983471,0.34710743801652894,0,0,0,0,0,195,1984,4887
FALSE,Tom Veryzer,12,2848,250,687,84,12,14,231,9,0.24122191011235952,0.29389044943820225,0,0,0,0,0,947,1984,4890
FALSE,John Stearns,11,2681,334,696,152,10,46,312,91,0.2596046251398732,0.37523312196941438,4,0,0,0,0,1214,1984,4893
FALSE,Jerry Martin,11,2652,337,666,130,17,85,345,38,0.25113122171945701,0.40912518853695323,0,0,0,0,0,1317,1984,4896
FALSE,Lou Piniella,18,5867,651,1705,305,41,102,766,32,0.29060848815408213,0.40872677688767683,1,0,0,0,0,2846,1984,4899
FALSE,Toby Hernandez,1,2,1,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,1984,4902
FALSE,Mike Fuentes,2,8,1,2,0,0,0,0,0,0.25,0.25,0,0,0,0,0,2,1984,4905
FALSE,Joe Pittman,3,285,29,75,7,2,0,16,13,0.26315789473684209,0.30175438596491228,0,0,0,0,0,95,1984,4908
FALSE,Tom Wieghaus,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1984,4911
FALSE,John Lowenstein,16,3476,510,881,137,18,116,441,128,0.25345224395857308,0.40333716915995399,0,0,0,0,0,1673,1985,4914
FALSE,Dave Huppert,2,21,1,1,0,0,0,0,0,4.7619047619047616E-2,4.7619047619047616E-2,0,0,0,0,0,1,1985,4917
FALSE,Larry Bowa,16,8418,987,2191,262,99,15,525,318,0.26027559990496552,0.32026609645996673,5,0,0,2,0,3072,1985,4920
FALSE,Stu Pederson,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1985,4923
FALSE,Craig Gerber,1,91,8,24,1,2,0,6,0,0.26373626373626374,0.31868131868131866,0,0,0,0,0,32,1985,4926
FALSE,Kiko Garcia,10,1470,162,351,56,16,12,112,34,0.23877551020408161,0.3231292517006803,0,0,0,0,0,559,1985,4929
FALSE,Scot Thompson,8,1273,132,333,52,9,5,110,17,0.26158680282796543,0.32835820895522388,0,0,0,0,0,484,1985,4932
FALSE,Tim Foli,16,6047,576,1515,241,20,25,501,81,0.25053745659004467,0.30940962460724325,0,0,0,0,0,2157,1985,4935
FALSE,Victor Mata,2,77,9,24,5,0,1,6,1,0.31168831168831168,0.41558441558441561,0,0,0,0,0,38,1985,4938
FALSE,Mark Brouhard,6,909,108,235,40,7,25,104,2,0.25852585258525856,0.40044004400440042,0,0,0,0,0,436,1985,4941
FALSE,Bill Stein,14,2811,268,751,122,18,44,311,16,0.26716471006759163,0.37033084311632869,0,0,0,0,0,1225,1985,4944
FALSE,Dan Meyer,12,3734,411,944,153,31,86,459,61,0.25281199785752545,0.37948580610605248,0,0,0,0,0,1687,1985,4947
FALSE,Steve Nicosia,8,938,86,233,52,3,11,88,5,0.24840085287846481,0.34541577825159914,0,0,0,0,0,390,1985,4950
FALSE,Oscar Gamble,17,4502,656,1195,188,31,200,666,47,0.26543758329631273,0.45424255886272769,0,0,0,0,0,2464,1985,4953
FALSE,Willie Aikens,8,2492,301,675,125,2,110,415,3,0.27086677367576245,0.4550561797752809,0,0,0,0,0,1371,1985,4956
FALSE,Al Chambers,3,120,15,25,4,0,2,11,2,0.20833333333333331,0.29166666666666663,0,0,0,0,0,41,1985,4959
FALSE,Mark Funderburk,2,85,9,25,8,1,2,15,0,0.29411764705882354,0.48235294117647065,0,0,0,0,0,52,1985,4962
FALSE,Mike O'Berry,7,376,38,72,10,1,3,27,1,0.19148936170212766,0.2473404255319149,0,0,0,0,0,107,1985,4965
FALSE,Duane Kuiper,12,3379,329,917,91,29,1,263,52,0.27138206569991125,0.31636578869488013,0,0,0,0,0,1190,1985,4968
FALSE,Kelvin Chapman,3,421,50,94,17,2,3,34,13,0.22327790973871733,0.29453681710213775,0,0,0,0,0,146,1985,4971
FALSE,Mike Jorgensen,17,3421,429,833,132,13,95,426,58,0.24349605378544287,0.37299035369774919,0,0,0,1,0,1516,1985,4974
FALSE,Mike Squires,10,1580,211,411,53,10,6,141,45,0.26012658227848101,0.3177215189873418,0,0,0,1,0,571,1985,4977
FALSE,Rufino Linares,4,545,66,147,21,3,11,63,15,0.26972477064220185,0.37981651376146791,0,0,0,0,0,242,1985,4983
FALSE,Jerry Dybzinski,6,909,108,213,32,5,3,93,32,0.2343234323432343,0.29042904290429039,0,0,0,0,0,304,1985,4986
FALSE,John Wathan,10,2505,305,656,90,25,21,261,105,0.26187624750499,0.34291417165668664,0,0,0,0,0,995,1985,4989
FALSE,Mike Ramsey,7,786,81,189,26,6,2,57,14,0.24045801526717558,0.29643765903307889,0,0,0,0,0,267,1985,4992
FALSE,Joe Nolan,11,1454,156,382,66,10,27,178,7,0.2627235213204952,0.37757909215955981,0,0,0,0,0,652,1985,4995
FALSE,Ricky Jones,1,33,2,6,2,0,0,4,0,0.18181818181818182,0.24242424242424243,0,0,0,0,0,10,1986,4998
FALSE,Lynn Jones,8,947,109,239,34,5,7,91,13,0.2523759239704329,0.32101372756071805,0,0,0,0,0,350,1986,5001
FALSE,Jim Wohlford,15,3049,349,793,125,33,21,305,89,0.26008527386028207,0.34339127582814039,0,0,0,0,0,1226,1986,5004
FALSE,Tom Dodd,1,13,1,3,0,0,1,2,0,0.23076923076923075,0.46153846153846151,0,0,0,0,0,7,1986,5007
FALSE,Al Woods,7,1986,233,538,98,14,35,196,23,0.27089627391742199,0.38721047331319236,0,0,0,0,0,916,1986,5010
FALSE,Dave Stapleton,7,2028,238,550,118,8,41,224,6,0.27120315581854043,0.39792899408284022,0,0,0,0,0,974,1986,5013
FALSE,Juan Espino,4,73,2,16,2,0,1,8,0,0.21917808219178081,0.28767123287671237,0,0,0,0,0,24,1986,5016
FALSE,Phil Ouellette,1,23,1,4,0,0,0,0,0,0.17391304347826086,0.17391304347826086,0,0,0,0,0,4,1986,5019
FALSE,Garry Maddox,15,6331,777,1802,337,62,117,754,248,0.28463117990838727,0.41288895909019108,0,0,0,8,0,3130,1986,5022
FALSE,Wayne Krenchicki,8,1063,107,283,44,5,15,124,7,0.26622765757290684,0.35936030103480715,0,0,0,0,0,446,1986,5025
FALSE,Randy Hunt,2,67,5,13,0,0,2,6,0,0.19402985074626863,0.28358208955223879,0,0,0,0,0,21,1986,5028
FALSE,Alan Knicely,8,521,48,111,17,0,12,61,1,0.21305182341650672,0.31477927063339728,0,0,0,0,0,193,1986,5031
FALSE,Fran Mullins,3,212,20,43,16,0,2,18,3,0.20283018867924529,0.3066037735849057,0,0,0,0,0,83,1986,5034
FALSE,Mike Martin,1,13,1,1,1,0,0,0,0,7.6923076923076927E-2,0.15384615384615385,0,0,0,0,0,3,1986,5040
FALSE,Ed Amelung,2,57,7,11,0,0,0,4,3,0.19298245614035087,0.19298245614035087,0,0,0,0,0,11,1986,5043
FALSE,Tom Runnells,2,46,4,8,2,0,0,0,0,0.17391304347826086,0.21739130434782611,0,0,0,0,0,12,1986,5046
FALSE,Marc Hill,14,1809,146,404,62,3,34,198,1,0.22332780541735764,0.31730237700386954,0,0,0,0,0,673,1986,5049
FALSE,Ben Oglivie,16,5913,784,1615,277,33,235,901,87,0.27312700828682562,0.4503636056147472,3,0,0,0,0,3208,1986,5052
FALSE,Jason Thompson,11,4802,640,1253,204,12,208,782,8,0.26093294460641397,0.43835901707621827,3,0,0,0,0,2529,1986,5055
FALSE,Mike Stenhouse,5,416,40,79,15,0,9,40,1,0.18990384615384615,0.29086538461538464,0,0,0,0,0,145,1986,5058
FALSE,Brad Gulden,7,435,45,87,14,2,5,43,2,0.20000000000000001,0.27586206896551724,0,0,0,0,0,141,1986,5061
FALSE,Jeff Hearron,2,30,2,6,1,0,0,4,0,0.20000000000000001,0.23333333333333334,0,0,0,0,0,8,1986,5064
FALSE,Julio Cruz,10,3859,557,916,113,27,23,279,343,0.23736719357346464,0.29852293340243585,0,0,0,0,0,1315,1986,5067
FALSE,Steve Garvey,19,8835,1143,2599,440,43,272,1308,83,0.29417091114883981,0.44606677985285798,10,1,0,4,0,4696,1987,5070
FALSE,Bruce Bochy,9,802,75,192,37,2,26,93,1,0.23940149625935161,0.38778054862842892,0,0,0,0,0,376,1987,5073
FALSE,Jeff DeWillis,1,25,2,3,1,0,1,2,0,0.12,0.28000000000000003,0,0,0,0,0,9,1987,5076
FALSE,Hal McRae,19,7218,940,2091,484,66,191,1097,109,0.28969243557772234,0.45441950678858412,3,0,0,0,0,4021,1987,5079
FALSE,Trench Davis,3,33,3,4,0,0,0,1,1,0.12121212121212122,0.12121212121212122,0,0,0,0,0,4,1987,5082
FALSE,Bob Kearney,8,1356,131,316,66,3,27,133,9,0.23303834808259588,0.34587020648967554,0,0,0,0,0,565,1987,5085
FALSE,Johnnie LeMaster,12,3191,320,709,109,19,22,229,94,0.22218740206831714,0.28893763710435599,0,0,0,0,0,1072,1987,5088
FALSE,Doug Frobel,5,542,70,109,21,4,20,58,13,0.2011070110701107,0.36531365313653136,0,0,0,0,0,243,1987,5091
FALSE,Gary Matthews,16,7147,1083,2011,319,51,234,978,183,0.28137680145515603,0.43850566671330626,1,0,0,0,0,3738,1987,5094
FALSE,Darrell Porter,17,5539,765,1369,237,48,188,826,39,0.24715652644881747,0.40909911536378407,4,0,0,0,0,2739,1987,5097
FALSE,Greg Legg,2,22,3,9,1,0,0,1,0,0.40909090909090906,0.45454545454545453,0,0,0,0,0,11,1987,5100
FALSE,Andre Thornton,14,5291,792,1342,244,22,253,895,48,0.2536382536382536,0.45152145152145151,2,0,0,0,0,2908,1987,5103
FALSE,Bill Madlock,15,6594,920,2008,348,34,163,860,174,0.30451925993327267,0.44176524112829846,3,0,0,0,0,3458,1987,5106
FALSE,Jerry Narron,8,840,64,177,23,2,21,96,0,0.21071428571428572,0.31785714285714284,0,0,0,0,0,313,1987,5109
FALSE,Bert Pena,6,153,18,31,4,0,1,10,1,0.20261437908496732,0.24836601307189546,0,0,0,0,0,43,1987,5112
FALSE,Terry Harper,8,1467,147,371,55,5,36,180,37,0.25289706884798907,0.37082481254260391,0,0,0,0,0,640,1987,5115
FALSE,Ken Dowell,1,39,4,5,0,0,0,1,0,0.12820512820512822,0.12820512820512822,0,0,0,0,0,5,1987,5118
FALSE,Ty Waller,4,110,18,26,3,1,3,14,2,0.23636363636363639,0.36363636363636365,0,0,0,0,0,47,1987,5121
FALSE,Rob Wilfong,11,2690,318,668,97,23,39,261,54,0.2483271375464684,0.34498141263940518,0,0,0,0,0,1087,1987,5124
FALSE,Rick Manning,13,5248,664,1349,189,43,56,458,168,0.25705030487804875,0.34146341463414637,0,0,0,1,0,2080,1987,5127
FALSE,Buddy Biancalana,6,550,70,113,16,7,6,30,8,0.20545454545454547,0.29272727272727272,0,0,0,0,0,190,1987,5130
FALSE,Dave Van Gorder,5,420,30,89,12,1,3,38,1,0.2119047619047619,0.26666666666666666,0,0,0,0,0,128,1987,5133
FALSE,Mike Fischlin,10,941,109,207,29,6,3,68,24,0.2199787460148778,0.27311370882040381,0,0,0,0,0,295,1987,5136
FALSE,Ken Jackson,1,16,1,4,2,0,0,2,0,0.25,0.375,0,0,0,0,0,8,1987,5139
FALSE,Lenn Sakata,11,1289,163,296,46,4,25,109,30,0.22963537626066718,0.32971295577967419,0,0,0,0,0,500,1987,5142
FALSE,Alejandro Sanchez,6,214,28,49,7,3,8,21,4,0.22897196261682243,0.40186915887850466,0,0,0,0,0,104,1987,5145
FALSE,Floyd Rayford,7,1044,112,255,43,1,38,117,4,0.24425287356321837,0.39655172413793105,0,0,0,0,0,496,1987,5148
FALSE,Dave Concepcion,19,8723,993,2326,389,48,101,950,321,0.26665138140547978,0.35698727502006189,9,0,0,5,0,3652,1988,5151
FALSE,Sal Butera,9,801,63,182,24,3,8,76,0,0.22721598002496879,0.29463171036204744,0,0,0,0,0,271,1988,5154
FALSE,Jessie Reid,2,10,1,1,0,0,1,1,0,0.10000000000000001,0.40000000000000002,0,0,0,0,0,5,1988,5157
FALSE,Larry Herndon,14,4877,605,1334,186,76,107,550,92,0.27352880869386914,0.4086528603649785,0,0,0,0,0,2362,1988,5160
FALSE,Reggie Williams,4,379,52,98,16,2,5,39,11,0.25857519788918204,0.35092348284960417,0,0,0,0,0,156,1988,5163
FALSE,Phil Garner,16,6136,780,1594,299,82,109,738,225,0.25977835723598436,0.3885267275097784,3,0,0,0,0,2874,1988,5166
FALSE,Pete Stanicek,2,374,38,91,10,1,4,26,20,0.24331550802139038,0.30748663101604279,0,0,0,0,0,130,1988,5169
FALSE,Wilfredo Tejada,2,40,2,10,3,0,0,4,0,0.25,0.32500000000000001,0,0,0,0,0,16,1988,5172
FALSE,Ivan de Jesus,15,4602,595,1167,175,48,21,324,194,0.25358539765319427,0.32616253802694484,0,0,0,0,0,1745,1988,5175
FALSE,Scott Jordan,1,9,0,1,0,0,0,1,0,0.11111111111111112,0.11111111111111112,0,0,0,0,0,1,1988,5178
FALSE,Juan Beniquez,17,4651,610,1274,190,30,79,476,104,0.27391958718555154,0.37862825198881961,0,0,0,1,0,2060,1988,5181
FALSE,Craig Smajstrla,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,5184
FALSE,Houston Jimenez,4,411,34,76,16,2,0,29,0,0.18491484184914841,0.23357664233576642,0,0,0,0,0,114,1988,5187
FALSE,Bill Almon,15,3330,390,846,138,25,36,296,128,0.25405405405405407,0.34294294294294292,0,0,0,0,0,1341,1988,5190
FALSE,Don Baylor,19,8198,1236,2135,366,28,338,1276,285,0.26042937301780922,0.43559404732861673,1,1,0,0,0,4303,1988,5193
FALSE,Larry Parrish,15,6792,850,1789,360,33,256,992,30,0.26339811542991753,0.43919316843345113,2,0,0,0,0,3632,1988,5196
FALSE,Wade Rowdon,5,157,14,34,6,2,1,16,3,0.21656050955414013,0.29936305732484075,0,0,0,0,0,56,1988,5199
FALSE,Darrell Miller,5,394,54,95,13,3,8,35,3,0.24111675126903551,0.35025380710659898,0,0,0,0,0,162,1988,5202
FALSE,Jose Cruz,19,7917,1036,2251,391,94,165,1077,317,0.28432487053176708,0.41998231653404067,2,0,0,0,0,3975,1988,5205
FALSE,Bob Horner,10,3777,560,1047,169,8,218,685,14,0.27720413026211277,0.49933809902038651,1,0,0,0,0,2281,1988,5208
FALSE,Dan Firova,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,5211
FALSE,Mike Fitzgerald,1,46,4,9,1,0,0,1,0,0.19565217391304349,0.21739130434782611,0,0,0,0,0,11,1988,5214
FALSE,Ron Roenicke,8,1076,141,256,51,3,17,113,24,0.23791821561338292,0.33828996282527884,0,0,0,0,0,435,1988,5217
FALSE,Jim Traber,4,819,70,186,21,0,27,117,5,0.2271062271062271,0.35164835164835162,0,0,0,0,0,336,1989,5220
FALSE,John Mizerock,4,231,24,43,9,2,2,24,0,0.18614718614718614,0.26839826839826841,0,0,0,0,0,75,1989,5223
FALSE,Rey Quinones,4,1533,173,373,75,6,29,159,5,0.24331376386170905,0.35681669928245269,0,0,0,0,0,657,1989,5226
FALSE,Jerry Hairston,14,1699,216,438,91,6,30,205,4,0.25779870512065922,0.37139493819894059,0,0,0,0,0,758,1989,5229
FALSE,Buddy Bell,18,8995,1151,2514,425,56,201,1106,55,0.27948860478043358,0.40622568093385214,5,0,0,6,0,4336,1989,5232
FALSE,Pete Dalena,1,7,0,1,1,0,0,0,0,0.14285714285714285,0.2857142857142857,0,0,0,0,0,3,1989,5235
FALSE,Bob Dernier,10,2483,374,634,92,16,23,152,218,0.25533628674989933,0.33306484091824407,0,0,0,1,0,958,1989,5238
FALSE,Bruce Fields,3,113,14,31,7,1,1,11,1,0.27433628318584069,0.38053097345132741,0,0,0,0,0,52,1989,5241
FALSE,Greg Gross,17,3745,449,1073,130,46,7,308,39,0.28651535380507342,0.3514018691588785,0,0,0,0,0,1499,1989,5244
FALSE,Mark Higgins,1,10,1,1,0,0,0,0,0,0.10000000000000001,0.10000000000000001,0,0,0,0,0,1,1989,5247
FALSE,Joel Youngblood,14,3659,453,969,180,23,80,422,60,0.26482645531566001,0.39218365673681332,1,0,0,0,0,1718,1989,5250
FALSE,Glenn Hoffman,9,2163,247,524,106,9,23,210,5,0.24225612575127137,0.33148404993065184,0,0,0,0,0,855,1989,5253
FALSE,Kevin Batiste,1,8,1,2,0,0,0,0,0,0.25,0.25,0,0,0,0,0,2,1989,5256
FALSE,Bill McGuire,2,44,3,8,0,0,1,6,0,0.18181818181818182,0.25,0,0,0,0,0,12,1989,5259
FALSE,Dick Scott,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1989,5262
FALSE,Tom Magrann,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5265
FALSE,Steve Stanicek,2,16,2,3,0,0,0,1,0,0.1875,0.1875,0,0,0,0,0,3,1989,5268
FALSE,Jeff Datz,1,10,0,2,0,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,2,1989,5271
FALSE,Jim Adduci,4,144,11,34,8,1,1,15,0,0.2361111111111111,0.3263888888888889,0,0,0,0,0,57,1989,5274
FALSE,Bo Diaz,13,3274,327,834,162,5,87,452,9,0.25473427000610871,0.38698839340256569,2,0,0,0,0,1521,1989,5277
FALSE,Billy Beane,6,301,30,66,14,0,3,29,5,0.21926910299003322,0.29568106312292358,0,0,0,0,0,106,1989,5280
FALSE,LaVel Freeman,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,5283
FALSE,Albert Hall,9,805,125,202,37,8,5,53,67,0.2509316770186335,0.33540372670807456,0,0,0,0,0,320,1989,5286
FALSE,Tim Laudner,9,2038,221,458,97,5,77,263,3,0.22473012757605496,0.39057899901864573,1,0,0,0,0,975,1989,5289
FALSE,Lee Mazzilli,14,4124,571,1068,191,24,93,460,197,0.25897187196896215,0.38457807953443263,1,0,0,0,0,1894,1989,5295
FALSE,Jeff Wetherby,1,48,5,10,2,1,1,7,1,0.20833333333333331,0.35416666666666663,0,0,0,0,0,21,1989,5298
FALSE,Denny Gonzalez,5,262,29,54,9,1,4,18,3,0.20610687022900764,0.29389312977099241,0,0,0,0,0,91,1989,5301
FALSE,Steve Lombardozzi,6,1264,153,294,61,12,20,107,13,0.23259493670886078,0.3473101265822785,0,0,0,0,0,532,1990,5304
FALSE,Alex Trevino,13,2430,245,604,117,10,23,244,19,0.24855967078189301,0.33333333333333337,0,0,0,0,0,960,1990,5307
FALSE,Chris Jelic,1,11,2,1,0,0,1,1,0,9.0909090909090912E-2,0.36363636363636365,0,0,0,0,0,5,1990,5310
FALSE,Bob Boone,19,7245,679,1838,303,26,105,826,38,0.25369220151828847,0.34616977225672879,4,0,0,7,0,2942,1990,5313
FALSE,Edgar Diaz,2,231,27,62,2,2,0,14,3,0.26839826839826841,0.29437229437229434,0,0,0,0,0,72,1990,5316
FALSE,Jim Eppard,4,139,9,39,3,1,0,16,0,0.28057553956834536,0.31654676258992803,0,0,0,0,0,48,1990,5319
FALSE,Louie Meadows,4,127,15,22,0,1,5,13,6,0.17322834645669291,0.30708661417322836,0,0,0,0,0,45,1990,5322
FALSE,Wallace Johnson,9,569,52,145,17,6,5,59,19,0.25483304042179261,0.33216168717047451,0,0,0,0,0,217,1990,5325
FALSE,Mark Ryal,6,223,19,47,11,0,7,31,1,0.21076233183856502,0.35426008968609862,0,0,0,0,0,97,1990,5328
FALSE,Terry Francona,10,1731,163,474,74,6,16,143,12,0.27383015597920274,0.35124205661467361,0,0,0,0,0,704,1990,5331
FALSE,Tom Lawless,8,531,78,110,17,2,2,24,53,0.2071563088512241,0.25800376647834278,0,0,0,0,0,158,1990,5334
FALSE,Dave Collins,16,4907,667,1335,187,52,32,373,395,0.27206032198899532,0.35092724679029957,0,0,0,0,0,1993,1990,5337
FALSE,Phil Bradley,8,3695,565,1058,179,43,78,376,155,0.28633288227334236,0.42138024357239512,1,0,0,0,0,1857,1990,5340
FALSE,Ken Phelps,11,1854,308,443,64,7,123,313,10,0.23894282632146707,0.48004314994606256,0,0,0,0,0,1084,1990,5343
FALSE,Billy Bates,2,48,11,6,1,0,0,2,8,0.125,0.14583333333333331,0,0,0,0,0,8,1990,5346
FALSE,Kent Anderson,2,366,43,95,12,2,1,22,1,0.25956284153005466,0.31147540983606559,0,0,0,0,0,129,1990,5349
FALSE,Keith Hernandez,17,7370,1124,2182,426,60,162,1071,98,0.29606512890094983,0.4360922659430122,5,1,0,11,0,3862,1990,5352
FALSE,Dave Liddell,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1990,5355
FALSE,Greg Walker,9,2864,368,746,164,19,113,444,19,0.26047486033519557,0.44937150837988826,0,0,0,0,0,1583,1990,5358
FALSE,Kelly Mann,2,52,3,9,3,0,1,3,0,0.17307692307692307,0.28846153846153844,0,0,0,0,0,19,1990,5361
FALSE,Andres Thomas,6,2103,182,493,76,4,42,228,22,0.23442700903471231,0.33428435568235854,0,0,0,0,0,825,1990,5364
FALSE,Jeffrey Leonard,14,5045,614,1342,223,37,144,723,163,0.26600594648166503,0.4105054509415263,2,0,0,0,0,2475,1990,5367
FALSE,Mickey Hatcher,12,3377,348,946,172,20,38,375,11,0.28013029315960913,0.3766656795972757,0,0,0,0,0,1502,1990,5370
FALSE,Jim Pankovits,6,567,62,142,25,2,9,55,8,0.25044091710758382,0.34920634920634919,0,0,0,0,0,234,1990,5373
FALSE,R. J. Reynolds,8,2270,288,605,121,17,35,294,109,0.26651982378854627,0.38105726872246698,0,0,0,0,0,1038,1990,5376
FALSE,Kevin Belcher,1,15,4,2,1,0,0,0,0,0.13333333333333333,0.20000000000000001,0,0,0,0,0,4,1990,5379
FALSE,Greg Brock,10,3202,420,794,141,6,110,462,41,0.24797001873828858,0.39881324172392252,0,0,0,0,0,1534,1991,5382
FALSE,Gary Cooper,1,16,1,4,1,0,0,2,0,0.25,0.3125,0,0,0,0,0,6,1991,5385
FALSE,Carmelo Martinez,9,2906,350,713,134,7,108,424,10,0.24535443909153473,0.40777701307639369,0,0,0,0,0,1434,1991,5388
FALSE,Beau Allred,3,165,19,38,7,0,4,15,2,0.23030303030303029,0.34545454545454546,0,0,0,0,0,68,1991,5391
FALSE,Johnny Paredes,3,123,12,26,3,0,1,11,6,0.2113821138211382,0.26016260162601623,0,0,0,0,0,36,1991,5394
FALSE,Mark Salas,8,1292,142,319,49,10,38,143,3,0.24690402476780185,0.38854489164086686,0,0,0,0,0,599,1991,5397
FALSE,Tom Herr,13,5349,676,1450,254,41,28,574,188,0.27107870630024306,0.34959805571134794,1,0,0,0,0,2193,1991,5400
FALSE,Warren Cromartie,10,3927,459,1104,229,32,61,391,50,0.28113063407181055,0.40234275528393176,0,0,0,0,0,1902,1991,5403
FALSE,Mike Heath,14,4212,462,1061,173,27,86,469,54,0.25189933523266855,0.3670465337132004,0,0,0,0,0,1832,1991,5406
FALSE,Luis de los Santos,3,139,8,29,6,2,0,7,0,0.20863309352517986,0.28057553956834536,0,0,0,0,0,47,1991,5409
FALSE,Luis Lopez,2,88,7,18,4,1,0,7,0,0.20454545454545453,0.27272727272727271,0,0,0,0,0,29,1991,5412
FALSE,Danny Heep,13,1961,208,503,96,6,30,229,12,0.25650178480367158,0.35747067822539519,0,0,0,0,0,833,1991,5415
FALSE,Tracy Jones,6,1303,173,356,56,6,27,164,62,0.27321565617805066,0.38756715272448194,0,0,0,0,0,594,1991,5418
FALSE,Kelvin Torve,3,62,1,14,4,0,1,4,0,0.22580645161290322,0.33870967741935482,0,0,0,0,0,26,1991,5421
FALSE,Nick Capra,5,54,9,9,1,0,1,1,3,0.16666666666666669,0.24074074074074076,0,0,0,0,0,15,1991,5424
FALSE,George Canale,3,73,15,12,4,0,4,13,0,0.16438356164383564,0.38356164383561647,0,0,0,0,0,36,1991,5427
FALSE,Ken Griffey,19,7229,1129,2143,364,77,152,859,200,0.29644487480979387,0.4311799695670217,3,0,0,0,0,3710,1991,5430
FALSE,Jim Presley,8,3546,413,875,181,14,135,495,9,0.24675690919345741,0.41990975747320924,1,0,0,0,0,1819,1991,5433
FALSE,Terry McDaniel,1,29,3,6,1,0,0,2,2,0.20689655172413793,0.2413793103448276,0,0,0,0,0,8,1991,5436
FALSE,Jim Olander,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,5439
FALSE,Scott Lusader,5,260,41,64,9,1,5,36,4,0.24615384615384617,0.34615384615384615,0,0,0,0,0,105,1991,5442
