InductedToHallOfFame,FullPlayerName,YearsPlayed,AB,R,H,2B,3B,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,LastYearPlayed,ID
FALSE,Fritz Von Kolnitz,3,226,15,48,9,1,0,19,5,0.21238938053097345,0.26106194690265488,0,0,0,0,0,69,1916,660
FALSE,Joe Mathes,3,99,10,27,3,0,0,6,1,0.27272727272727271,0.30303030303030304,0,0,0,0,0,33,1916,663
FALSE,Mike Murphy,2,28,0,3,0,0,0,2,0,0.10714285714285714,0.10714285714285714,0,0,0,0,0,3,1916,666
FALSE,Otto Knabe,11,4469,572,1103,178,48,8,365,143,0.24681136719624081,0.31349295144327588,0,0,0,0,0,1635,1916,669
FALSE,Red McKee,4,433,38,110,10,7,2,49,9,0.25404157043879905,0.32332563510392615,0,0,0,0,0,159,1916,672
FALSE,Bill Rodgers,2,268,30,65,15,4,0,19,11,0.24253731343283583,0.32835820895522388,0,0,0,0,0,107,1916,675
FALSE,Roy Hartzell,11,4548,503,1146,112,55,12,397,182,0.25197889182058048,0.30870712401055411,0,0,0,0,0,1583,1916,678
FALSE,Carl Sawyer,2,63,11,14,2,0,0,5,5,0.22222222222222224,0.25396825396825395,0,0,0,0,0,18,1916,681
FALSE,Heinie Stafford,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,684
FALSE,Joe Connolly,4,1241,202,358,65,31,14,157,48,0.28847703464947627,0.42465753424657537,0,0,0,0,0,637,1916,687
FALSE,Newt Halliday,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,690
FALSE,Brad Kocher,3,139,9,25,5,2,0,12,0,0.17985611510791369,0.2446043165467626,0,0,0,0,0,41,1916,693
FALSE,Chief Wilson,9,4624,520,1246,157,114,59,571,98,0.2694636678200692,0.39100346020761245,0,0,0,0,0,2138,1916,696
FALSE,Dutch Zwilling,4,1280,167,364,76,15,30,202,46,0.28437499999999999,0.4375,0,0,0,0,0,681,1916,699
FALSE,Lee McElwee,1,155,9,41,3,0,0,10,0,0.26451612903225807,0.28387096774193549,0,0,0,0,0,47,1916,702
FALSE,Jack Dalton,4,1163,167,333,39,15,4,112,52,0.28632846087704211,0.35597592433361996,0,0,0,0,0,472,1916,705
FALSE,Baldy Louden,6,1942,267,507,61,22,12,202,112,0.26107106076210096,0.33367662203913495,0,0,0,0,0,743,1916,708
FALSE,Bob Gandy,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,711
FALSE,Fred Snodgrass,9,3101,453,852,143,42,11,351,215,0.27475008061915512,0.35859400193485974,0,0,0,0,0,1308,1916,714
FALSE,Harry Wolfe,1,10,1,2,0,0,0,1,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,2,1917,717
FALSE,Walt Alexander,5,405,26,76,18,3,1,24,5,0.18765432098765433,0.25432098765432098,0,0,0,0,0,125,1917,720
FALSE,Morrie Schick,1,34,3,5,0,0,0,3,0,0.14705882352941177,0.14705882352941177,0,0,0,0,0,5,1917,723
FALSE,Bill Leard,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,726
FALSE,Charlie Jackson,2,122,7,29,3,2,0,1,4,0.2377049180327869,0.2950819672131148,0,0,0,0,0,41,1917,729
FALSE,Otto Neu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,732
FALSE,Ivan Bigler,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,735
FALSE,Ferd Eunick,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1917,738
FALSE,Jimmy Walsh,6,1771,235,410,71,31,6,150,92,0.23150762281197065,0.31677018633540371,0,0,0,0,0,669,1917,741
FALSE,Bill Webb,1,15,1,3,0,0,0,0,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,3,1917,744
FALSE,William Fischer,5,1099,109,301,50,15,10,115,20,0.27388535031847133,0.37397634212920838,0,0,0,0,0,486,1917,747
FALSE,Red Murray,11,4334,555,1170,168,96,37,579,321,0.26995846792801104,0.37863405629903096,0,0,0,0,0,1942,1917,750
FALSE,Bunny Brief,4,569,61,127,25,9,5,59,17,0.22319859402460457,0.3251318101933216,0,0,0,0,0,224,1917,753
FALSE,Buck Thrasher,2,106,9,27,4,2,0,6,0,0.25471698113207547,0.330188679245283,0,0,0,0,0,41,1917,756
FALSE,William Rumler,3,171,15,43,7,4,1,32,4,0.25146198830409355,0.35672514619883039,0,0,0,0,0,73,1917,759
FALSE,Ward Miller,8,2244,322,623,79,35,8,221,128,0.27762923351158647,0.35472370766488415,0,0,0,0,0,918,1917,762
FALSE,Ralph Sharman,1,37,2,11,2,1,0,2,1,0.29729729729729731,0.40540540540540537,0,0,0,0,0,18,1917,765
FALSE,Hans Lobert,14,4563,640,1252,159,82,32,482,316,0.27438088976550512,0.36620644312952005,0,0,0,0,0,1944,1917,768
FALSE,Howie Camp,1,21,3,6,1,0,0,0,0,0.2857142857142857,0.33333333333333337,0,0,0,0,0,8,1917,771
FALSE,Harry Wolter,7,1907,286,514,69,42,12,167,95,0.26953329837441009,0.3686418458311484,0,0,0,0,0,826,1917,774
FALSE,Eddie Palmer,1,52,7,11,1,0,0,5,1,0.21153846153846154,0.23076923076923075,0,0,0,0,0,13,1917,777
FALSE,Patsy McGaffigan,2,252,22,49,4,2,1,14,4,0.19444444444444445,0.23809523809523808,0,0,0,0,0,67,1918,780
FALSE,Jim Kelly,3,714,91,212,15,22,4,57,42,0.2969187675070028,0.39635854341736693,0,0,0,0,0,324,1918,783
FALSE,Frank Truesdale,4,668,68,147,12,2,1,40,41,0.22005988023952094,0.24850299401197604,0,0,0,0,0,181,1918,786
FALSE,Wally Mattick,3,506,60,115,15,10,1,47,18,0.22727272727272727,0.30237154150197626,0,0,0,0,0,179,1918,789
FALSE,Eusebio Gonzalez,1,5,2,2,0,1,0,0,0,0.40000000000000002,0.80000000000000004,0,0,0,0,0,5,1918,792
FALSE,Ray Morgan,8,2480,278,630,90,33,4,254,87,0.25403225806451613,0.3217741935483871,0,0,0,0,0,925,1918,795
FALSE,Al Halt,3,854,76,204,30,9,6,90,35,0.2388758782201405,0.31615925058548011,0,0,0,0,0,315,1918,798
FALSE,Pat Hardgrove,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918,801
FALSE,Gus Getz,7,1114,85,265,22,9,2,93,41,0.23788150807899464,0.27917414721723521,0,0,0,0,0,344,1918,804
FALSE,Sam Covington,3,129,11,23,2,1,1,14,4,0.17829457364341084,0.23255813953488375,0,0,0,0,0,34,1918,807
FALSE,Marty Kavanagh,5,1033,138,257,47,20,10,122,26,0.24878993223620521,0.36205227492739595,0,0,0,0,0,451,1918,810
FALSE,Rollie Zeider,9,3210,393,769,89,22,5,253,223,0.23956386292834894,0.2856697819314642,0,0,0,0,0,1033,1918,813
FALSE,Merito Acosta,5,436,56,111,9,7,0,37,17,0.25458715596330278,0.30733944954128439,0,0,0,0,0,150,1918,816
FALSE,Art Griggs,7,1370,127,379,73,20,5,152,36,0.27664233576642333,0.37007299270072991,0,0,0,0,0,605,1918,819
FALSE,Ed Burns,7,796,48,183,21,6,0,65,14,0.22989949748743718,0.271356783919598,0,0,0,0,0,243,1918,822
FALSE,Hugh High,6,1546,176,386,54,21,3,123,56,0.24967658473479945,0.31759379042690816,0,0,0,0,0,569,1918,825
FALSE,Tommy Clarke,10,1708,169,453,66,37,6,191,42,0.26522248243559721,0.35772833723653397,0,0,0,0,0,720,1918,828
FALSE,John Brock,2,67,13,17,3,0,0,6,7,0.2537313432835821,0.29850746268656719,0,0,0,0,0,23,1918,831
FALSE,Pete Johns,2,189,12,37,3,2,0,22,2,0.19576719576719578,0.23280423280423282,0,0,0,0,0,49,1918,834
FALSE,Joe Cobb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918,837
FALSE,Harry Smith,4,148,10,27,1,3,1,14,4,0.18243243243243243,0.25,0,0,0,0,0,42,1918,840
FALSE,Dick Wheeler,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918,843
FALSE,Jack Stansbury,1,47,3,6,1,0,0,2,0,0.1276595744680851,0.14893617021276595,0,0,0,0,0,8,1918,846
FALSE,Armando Marsans,8,2273,267,612,67,19,2,221,171,0.26924769027716672,0.31808183018037839,0,0,0,0,0,811,1918,849
FALSE,George Whiteman,3,258,32,70,17,1,1,31,11,0.27131782945736432,0.35658914728682167,0,0,0,0,0,111,1918,852
FALSE,Red Bluhm,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1918,855
FALSE,Norm McNeil,1,9,0,3,0,0,0,1,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,3,1919,858
FALSE,Lou Raymond,1,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,1919,861
FALSE,Terry Turner,17,5921,699,1499,207,77,8,528,256,0.25316669481506504,0.31818949501773347,0,0,0,0,0,2176,1919,864
FALSE,Bert Yeabsley,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,867
FALSE,Lee King,2,145,13,27,1,2,0,8,4,0.18620689655172412,0.22068965517241379,0,0,0,0,0,35,1919,870
FALSE,Leo Callahan,2,276,32,61,17,5,1,12,5,0.2210144927536232,0.32971014492753625,0,0,0,0,0,114,1919,873
FALSE,Chick Bowen,1,5,0,1,0,0,0,1,0,0.20000000000000001,0.20000000000000001,0,0,0,0,0,1,1919,876
FALSE,Joe Wilhoit,4,782,93,201,23,9,3,73,28,0.25703324808184141,0.32097186700767261,0,0,0,0,0,286,1919,879
FALSE,Wally Rehg,7,752,85,188,24,11,2,66,26,0.25,0.31914893617021278,0,0,0,0,0,277,1919,882
FALSE,Tod Sloan,3,402,43,94,8,5,2,33,9,0.2338308457711443,0.29353233830845771,0,0,0,0,0,133,1919,885
FALSE,Hal Chase,15,7417,980,2158,322,124,57,941,363,0.29095321558581638,0.39085883780504249,0,0,0,0,0,3402,1919,888
FALSE,Harry Pearce,3,424,42,88,9,5,0,29,11,0.20754716981132076,0.25235849056603776,0,0,0,0,0,121,1919,891
FALSE,Danny Silva,1,4,0,1,0,0,0,0,0,0.25,0.25,0,0,0,0,0,1,1919,894
FALSE,Frank Kane,2,11,2,2,0,1,0,2,0,0.18181818181818182,0.36363636363636365,0,0,0,0,0,5,1919,897
FALSE,John Cavanaugh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,900
FALSE,Frank Kelliher,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,903
FALSE,Claude Davidson,2,88,5,18,1,0,0,4,0,0.20454545454545453,0.21590909090909091,0,0,0,0,0,20,1919,906
FALSE,Tom Fitzsimmons,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,909
FALSE,Sam Fishburn,1,6,0,2,1,0,0,2,0,0.33333333333333337,0.5,0,0,0,0,0,4,1919,912
FALSE,Jim Hickman,5,727,84,158,26,13,8,70,27,0.2173314993122421,0.3218707015130674,0,0,0,0,0,281,1919,915
FALSE,Lew Groh,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,918
FALSE,Mike Pasquella,1,2,1,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,1919,921
FALSE,Hal Reilly,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,924
FALSE,Oscar Dugey,6,278,45,54,10,1,1,20,17,0.19424460431654678,0.24820143884892087,0,0,0,0,0,81,1920,927
FALSE,Roy Grimes,1,57,5,9,1,0,0,3,1,0.15789473684210525,0.17543859649122806,0,0,0,0,0,11,1920,930
FALSE,Fred Thomas,3,859,88,193,19,14,4,45,24,0.22467986030267753,0.2933643771827707,0,0,0,0,0,289,1920,933
FALSE,Buck Herzog,13,5284,705,1370,191,75,20,445,312,0.25927327781983345,0.33516275548826646,0,0,0,0,0,2057,1920,936
FALSE,Ray Chapman,9,3785,671,1053,162,81,17,364,233,0.27820343461030383,0.37727873183619554,0,0,0,0,0,1688,1920,939
FALSE,Gene Paulette,6,1780,160,478,66,19,2,165,43,0.26853932584269663,0.33033707865168538,0,0,0,0,0,675,1920,942
FALSE,Earl Pruess,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1920,945
FALSE,Walt Walsh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,948
FALSE,Elmer Bowman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,951
FALSE,Bill Rariden,12,2877,272,682,105,24,7,272,47,0.23705248522766773,0.29753215154675011,0,0,0,0,0,992,1920,954
FALSE,Buck Weaver,9,4809,623,1308,198,69,21,421,172,0.27199001871490952,0.35495945102932003,0,0,0,0,0,1995,1920,957
FALSE,Mike Knode,1,65,11,15,1,1,0,12,0,0.23076923076923075,0.27692307692307694,0,0,0,0,0,20,1920,960
FALSE,Al Lefevre,1,27,5,4,0,1,0,0,0,0.14814814814814814,0.22222222222222224,0,0,0,0,0,7,1920,963
FALSE,Charlie High,2,94,9,22,2,1,1,7,2,0.23404255319148939,0.30851063829787234,0,0,0,0,0,33,1920,966
FALSE,John Shovlin,3,43,7,9,0,0,0,3,0,0.20930232558139536,0.20930232558139536,0,0,0,0,0,9,1920,969
FALSE,Charlie Pick,6,1278,115,333,39,17,3,86,64,0.26056338028169018,0.32472613458528954,0,0,0,0,0,474,1920,972
FALSE,Ed Wingo,1,4,0,1,0,0,0,1,0,0.25,0.25,0,0,0,0,0,1,1920,975
FALSE,Allie Watt,1,1,0,1,1,0,0,1,0,1,2,0,0,0,0,0,3,1920,978
FALSE,Nig Clarke,9,1536,157,390,64,20,6,127,16,0.25390625,0.33333333333333337,0,0,0,0,0,602,1920,981
FALSE,Bill Hinchman,10,3043,364,793,128,69,20,369,85,0.26059809398619782,0.36772921459086427,0,0,0,0,0,1336,1920,984
FALSE,Bill Hollahan,1,4,0,1,0,0,0,1,1,0.25,0.25,0,0,0,0,0,1,1920,987
FALSE,Ivy Griffin,3,638,65,164,21,5,0,39,4,0.25705329153605017,0.30564263322884017,0,0,0,0,0,221,1921,990
FALSE,Ben Mallonee,1,25,2,6,1,0,0,4,1,0.23999999999999999,0.28000000000000003,0,0,0,0,0,8,1921,993
FALSE,Dots Miller,12,5805,711,1526,232,108,32,715,177,0.26287683031869075,0.35658914728682167,0,0,0,0,0,2442,1921,996
FALSE,Carter Elliott,1,28,5,7,2,0,0,0,0,0.25,0.32142857142857145,0,0,0,0,0,11,1921,999
FALSE,Ernie Neitzke,1,25,3,6,0,0,0,2,0,0.23999999999999999,0.23999999999999999,0,0,0,0,0,6,1921,1002
FALSE,Wally Kopf,1,3,0,1,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,1,1921,1005
FALSE,Tony Brottem,3,135,10,29,3,0,0,13,1,0.21481481481481482,0.23703703703703705,0,0,0,0,0,35,1921,1008
FALSE,Walt Irwin,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,1011
FALSE,Herm Merritt,1,46,3,17,1,2,0,6,1,0.36956521739130432,0.47826086956521741,0,0,0,0,0,25,1921,1014
FALSE,Tom Daly,8,540,49,129,17,3,0,55,5,0.23888888888888887,0.2814814814814815,0,0,0,0,0,172,1921,1017
FALSE,Charlie See,3,202,21,55,9,1,1,23,5,0.2722772277227723,0.34158415841584161,0,0,0,0,0,80,1921,1020
FALSE,Jack Sheehan,2,17,2,2,1,0,0,0,0,0.11764705882352942,0.1764705882352941,0,0,0,0,0,4,1921,1023
FALSE,Jack Perrin,1,13,3,3,0,0,0,1,0,0.23076923076923075,0.23076923076923075,0,0,0,0,0,3,1921,1026
FALSE,Zip Collins,5,916,124,232,17,14,2,63,15,0.25327510917030571,0.30895196506550221,0,0,0,0,0,316,1921,1029
FALSE,Jim Mahady,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,1032
FALSE,Red Thomas,1,30,5,8,3,0,1,5,0,0.26666666666666666,0.46666666666666667,0,0,0,0,0,18,1921,1035
FALSE,Lew McCarty,9,1479,113,393,47,20,5,137,20,0.26572008113590262,0.33468559837728196,0,0,0,0,0,567,1921,1038
FALSE,Joe Sargent,1,178,21,45,8,5,2,22,2,0.25280898876404495,0.38764044943820225,0,0,0,0,0,84,1921,1041
FALSE,Ed Konetchy,15,7649,972,2150,344,182,74,992,255,0.28108249444371813,0.40266701529611715,0,0,0,0,0,3680,1921,1044
FALSE,George Lees,1,42,3,9,2,0,0,4,0,0.21428571428571427,0.26190476190476192,0,0,0,0,0,13,1921,1047
FALSE,Dode Paskert,15,6017,868,1613,279,77,42,577,293,0.26807379092571049,0.36097723117832808,0,0,0,0,0,2570,1921,1050
FALSE,John Mohardt,1,1,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1922,1053
FALSE,Walt Golvin,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1922,1056
FALSE,Rabbit Benton,1,19,1,4,1,0,0,3,0,0.2105263157894737,0.26315789473684209,0,0,0,0,0,6,1922,1059
FALSE,Yam Yaryan,2,173,20,45,10,2,2,24,1,0.26011560693641622,0.37572254335260113,0,0,0,0,0,79,1922,1062
FALSE,John Peters,4,302,22,80,13,1,7,47,1,0.26490066225165565,0.38410596026490068,0,0,0,0,0,137,1922,1065
FALSE,Smoky Joe Wood,14,1952,266,553,118,31,23,325,23,0.28329918032786888,0.41086065573770492,0,0,0,0,0,974,1922,1068
FALSE,Dave Robertson,9,2830,366,812,117,44,47,364,94,0.28692579505300353,0.40918727915194347,0,0,0,0,0,1366,1922,1071
FALSE,Joe Rabbitt,1,3,1,1,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,1,1922,1074
FALSE,Bill Doran,1,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0,1,1922,1077
FALSE,Jake Miller,1,11,0,1,0,0,0,0,1,9.0909090909090912E-2,9.0909090909090912E-2,0,0,0,0,0,1,1922,1080
FALSE,Red Lutz,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,3,1922,1083
FALSE,Possum Whitted,11,3630,440,978,145,60,23,451,116,0.26942148760330575,0.36143250688705236,0,0,0,0,0,1540,1922,1086
FALSE,Ed Chaplin,3,76,10,14,2,1,0,7,2,0.18421052631578946,0.23684210526315791,0,0,0,0,0,21,1922,1089
FALSE,Ed Goebel,1,59,13,16,1,0,1,3,1,0.2711864406779661,0.33898305084745761,0,0,0,0,0,22,1922,1092
FALSE,Ike Kahdot,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,1095
FALSE,Austin McHenry,5,1959,262,592,105,39,34,286,35,0.30219499744767742,0.44767738642164367,0,0,0,0,0,1055,1922,1098
FALSE,Fred Nicholson,5,794,112,247,34,21,12,107,21,0.31108312342569266,0.45214105793450882,0,0,0,0,0,426,1922,1101
FALSE,Waddy MacPhee,1,7,2,2,0,1,0,0,0,0.2857142857142857,0.5714285714285714,0,0,0,0,0,5,1922,1104
FALSE,George McNamara,1,11,3,3,0,0,0,1,0,0.27272727272727271,0.27272727272727271,0,0,0,0,0,3,1922,1107
FALSE,Jimmy Smith,8,1127,119,247,32,15,12,108,18,0.21916592724046141,0.30612244897959184,0,0,0,0,0,404,1922,1110
FALSE,Walter Barbare,8,1777,173,462,52,21,1,156,37,0.2599887450759707,0.31457512661789533,0,0,0,0,0,633,1922,1113
FALSE,Chuck Ward,6,769,52,175,20,6,0,72,7,0.22756827048114434,0.26918075422626792,0,0,0,0,0,233,1922,1116
FALSE,Sam Crane,7,495,51,103,19,2,0,30,7,0.20808080808080809,0.25454545454545452,0,0,0,0,0,147,1922,1119
FALSE,Doc Wood,1,3,0,1,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0,0,0,0,0,1,1923,1122
FALSE,Leo Taylor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,1125
FALSE,Tod Dennehey,1,24,4,7,2,0,0,2,0,0.29166666666666663,0.375,0,0,0,0,0,11,1923,1128
FALSE,Hinkey Haines,1,25,9,4,2,0,0,3,3,0.16,0.23999999999999999,0,0,0,0,0,8,1923,1131
FALSE,Larry Kopf,10,3010,349,750,84,30,5,266,72,0.24916943521594687,0.30199335548172757,0,0,0,0,0,1028,1923,1134
FALSE,Lou Guisto,5,449,35,88,19,3,0,59,5,0.19599109131403117,0.25167037861915365,0,0,0,0,0,135,1923,1137
FALSE,Jake Propst,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,1140
FALSE,Turner Barber,9,1531,189,442,47,21,2,185,28,0.28870019595035923,0.3507511430437622,0,0,0,0,0,607,1923,1143
FALSE,John Donahue,1,36,5,10,4,0,0,1,0,0.27777777777777779,0.3888888888888889,0,0,0,0,0,18,1923,1146
FALSE,Mike Menosky,9,2465,382,685,98,38,18,252,90,0.27789046653144017,0.37038539553752536,0,0,0,0,0,1067,1923,1149
FALSE,Dutch Schliebner,1,520,61,141,23,6,4,56,4,0.27115384615384619,0.36153846153846153,0,0,0,0,0,221,1923,1152
FALSE,Rip Wade,1,69,8,16,2,2,2,14,0,0.2318840579710145,0.40579710144927533,0,0,0,0,0,34,1923,1155
FALSE,Fred Carisch,8,655,43,149,17,9,1,57,16,0.22748091603053436,0.28549618320610687,0,0,0,0,0,214,1923,1158
FALSE,Jackie Gallagher,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1923,1161
FALSE,Eddie Foster,13,5652,732,1490,191,71,6,451,195,0.26362349610757252,0.32572540693559804,0,0,0,0,0,2109,1923,1164
FALSE,John Happenny,1,86,7,19,5,0,0,10,0,0.22093023255813954,0.27906976744186046,0,0,0,0,0,29,1923,1167
FALSE,Chuck Rowland,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,1170
FALSE,Bobby Murray,1,37,2,7,1,0,0,2,1,0.1891891891891892,0.21621621621621623,0,0,0,0,0,9,1923,1173
FALSE,Bill Whaley,1,50,5,12,2,1,0,1,0,0.23999999999999999,0.32000000000000001,0,0,0,0,0,19,1923,1176
FALSE,Kenny Hogan,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,1179
FALSE,Ray Powell,9,3324,467,890,117,67,35,276,51,0.26774969915764141,0.37484957882069797,0,0,0,0,0,1465,1924,1182
FALSE,Eppie Barnes,2,7,0,1,0,0,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,1,1924,1185
FALSE,Joe Wyatt,1,12,1,2,0,0,0,1,0,0.16666666666666669,0.16666666666666669,0,0,0,0,0,2,1924,1188
FALSE,Sumpter Clarke,3,110,17,25,6,1,0,11,0,0.22727272727272727,0.29999999999999999,0,0,0,0,0,40,1924,1191
FALSE,Ed Sherling,1,2,2,1,1,0,0,0,0,0.5,1,0,0,0,0,0,3,1924,1194
FALSE,Joe Bratcher,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,1197
FALSE,Hunter Lane,1,15,0,1,0,0,0,0,0,6.6666666666666666E-2,6.6666666666666666E-2,0,0,0,0,0,1,1924,1200
FALSE,Chick Gagnon,2,9,3,2,0,0,0,1,0,0.22222222222222224,0.22222222222222224,0,0,0,0,0,2,1924,1203
FALSE,Allen Elliott,2,182,21,44,8,2,2,29,3,0.24175824175824173,0.34065934065934067,0,0,0,0,0,74,1924,1206
FALSE,Wade Lefler,1,9,0,5,3,0,0,4,0,0.55555555555555558,0.88888888888888895,0,0,0,0,0,11,1924,1209
FALSE,Carl East,2,7,1,2,1,0,0,2,0,0.2857142857142857,0.42857142857142855,0,0,0,0,0,4,1924,1212
FALSE,Charlie Hollocher,7,2936,411,894,145,35,14,241,99,0.30449591280653954,0.3920299727520436,0,0,0,0,0,1345,1924,1215
FALSE,Kettle Wirts,4,86,9,14,2,0,1,8,1,0.16279069767441862,0.22093023255813954,0,0,0,0,0,22,1924,1218
FALSE,Binky Jones,1,37,0,4,1,0,0,2,0,0.10810810810810811,0.13513513513513514,0,0,0,0,0,6,1924,1221
FALSE,Bill Mizeur,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,1224
FALSE,Tommy Taylor,1,73,11,19,3,1,0,10,2,0.26027397260273971,0.32876712328767127,0,0,0,0,0,28,1924,1227
FALSE,Bert Griffith,3,581,69,174,30,12,4,72,6,0.29948364888123924,0.41308089500860584,0,0,0,0,0,286,1924,1230
FALSE,Frank Brower,5,1297,206,371,74,20,30,205,17,0.28604471858134156,0.44333076329992288,0,0,0,0,0,699,1924,1233
FALSE,Jack Blott,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1924,1236
FALSE,Del Pratt,13,6826,856,1996,392,117,43,970,247,0.29241136829768533,0.40301787283914448,0,0,0,0,0,3303,1924,1239
FALSE,Ralph Miller,3,557,48,138,24,1,3,54,6,0.24775583482944344,0.3105924596050269,0,0,0,0,0,201,1924,1242
FALSE,John Kelleher,6,703,81,206,29,8,10,89,9,0.2930298719772404,0.39971550497866287,0,0,0,0,0,328,1924,1245
FALSE,Bill Bagwell,2,143,12,42,6,3,2,20,0,0.2937062937062937,0.41958041958041958,0,0,0,0,0,71,1925,1248
FALSE,Roy Elsh,3,404,55,106,17,3,0,39,24,0.26237623762376239,0.31930693069306931,0,0,0,0,0,149,1925,1251
FALSE,Ernie Krueger,8,836,87,220,33,14,11,93,12,0.26315789473684209,0.37559808612440193,0,0,0,0,0,372,1925,1254
FALSE,Joe Lucey,2,18,0,2,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0,0,0,0,0,2,1925,1257
FALSE,Red Holt,1,88,13,24,7,0,1,8,0,0.27272727272727271,0.38636363636363635,0,0,0,0,0,42,1925,1260
FALSE,Frank McGee,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,1263
FALSE,Turkey Gross,1,32,2,3,0,1,0,2,0,0.09375,0.15625,0,0,0,0,0,6,1925,1266
FALSE,Mel Kerr,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,1269
FALSE,Butch Weis,4,341,39,92,14,4,2,50,6,0.26979472140762467,0.35190615835777128,0,0,0,0,0,140,1925,1272
FALSE,George Burns,15,7241,1188,2077,362,108,41,611,383,0.28683883441513602,0.38364866731114483,0,0,0,0,0,3289,1925,1275
FALSE,Jewel Ens,4,186,25,54,8,4,1,24,5,0.29032258064516125,0.39247311827956988,0,0,0,0,0,86,1925,1278
FALSE,Shano Collins,16,6390,747,1687,310,133,22,709,225,0.26400625978090769,0.36447574334898281,0,0,0,0,0,2794,1925,1281
FALSE,Pip Koehler,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,1284
FALSE,Carl Husta,1,22,2,3,0,0,0,2,0,0.13636363636363635,0.13636363636363635,0,0,0,0,0,3,1925,1287
FALSE,Bud Connolly,1,107,12,28,7,1,0,21,0,0.26168224299065423,0.34579439252336452,0,0,0,0,0,45,1925,1290
FALSE,Johnny Mitchell,5,1175,152,288,38,8,2,63,14,0.24510638297872339,0.29617021276595745,0,0,0,0,0,396,1925,1293
